,relevancy,score
3383,0.9632298,3
3384,0.5874742,3
3385,0.6770889,4
3386,0.5387067,2
3387,0.87932485,4
3388,0.6948761,4
3389,0.73599815,3
3390,0.9883009,2
3391,0.6984744,3
3392,0.9944462,2
3393,0.99162894,1
3394,0.99566406,3
3395,0.8114193,3
3396,0.9928434,3
3397,0.99318016,2
3398,0.9907334,3
3399,0.5276725,2
3400,0.955845,1
3401,0.9902515,2
3402,0.99646467,4
3403,0.99410546,3
3404,0.9913526,2
3405,0.99638265,4
3406,0.9556772,4
3407,0.9902282,2
3408,0.9952847,3
3409,0.641353,3
3410,0.9927568,3
3411,0.8394897,2
3412,0.9542108,3
3413,0.9446391,5
3414,0.8608392,3
3415,0.9971059,5
3416,0.98984194,2
3417,0.6284751,3
3418,0.9901935,2
3419,0.80541766,4
3420,0.8791501,4
3421,0.6249169,3
3422,0.71237403,1
3423,0.9669635,3
3424,0.99596256,3
3425,0.75729316,5
3426,0.9890981,2
3427,0.94055146,3
3428,0.696072,4
3429,0.99496025,3
3430,0.5902521,3
3431,0.9951938,3
3432,0.9164502,3
3433,0.71930057,3
3434,0.98758847,2
3435,0.99620956,4
3436,0.815228,4
3437,0.54425615,3
3438,0.9555741,4
3439,0.68718016,2
3440,0.8069698,3
3441,0.99010193,2
3442,0.914566,2
3443,0.5436905,4
3444,0.5689264,3
3445,0.9664653,4
3446,0.5168755,1
3447,0.9907672,2
3448,0.9965383,4
3449,0.9932734,3
3450,0.968655,4
3451,0.9896323,1
3452,0.51600033,3
3453,0.99530196,3
3454,0.43561172,2
3455,0.97275937,5
3456,0.7607949,2
3457,0.92560124,3
3458,0.99653685,4
3459,0.9912529,2
3460,0.9859045,1
3461,0.65240663,2
3462,0.9948013,3
3463,0.9920615,4
3464,0.95254475,2
3465,0.9913039,4
3466,0.9958752,4
3467,0.9888067,3
3468,0.78771657,5
3469,0.99614,3
3470,0.7785358,2
3471,0.9542356,4
3472,0.5036061,4
3473,0.9732489,2
3474,0.577319,3
3475,0.5069999,4
3476,0.8570488,3
3477,0.87086093,1
3478,0.8681076,4
3479,0.84409606,1
3480,0.7854567,2
3481,0.8575908,4
3482,0.73850995,1
3483,0.9951585,3
3484,0.88299006,3
3485,0.9220616,2
3486,0.6935041,3
3487,0.65977633,2
3488,0.9549831,4
3489,0.98773175,1
3490,0.8428629,4
3491,0.5035913,3
3492,0.993004,3
3493,0.9857312,3
3494,0.8855908,2
3495,0.9148119,3
3496,0.7033257,4
3497,0.9890968,4
3498,0.9177802,4
3499,0.99586403,4
3500,0.9930513,2
3501,0.76174587,4
3502,0.99165297,2
3503,0.82345504,2
3504,0.7943892,3
3505,0.93658066,3
3506,0.98102623,3
3507,0.8929025,4
3508,0.80547017,3
3509,0.39274007,4
3510,0.5473746,3
3511,0.98772234,2
3512,0.5818599,2
3513,0.8929872,3
3514,0.85395294,2
3515,0.9903523,2
3516,0.7193275,3
3517,0.97392505,4
3518,0.78615505,4
3519,0.5779122,3
3520,0.99261343,2
3521,0.9973252,1
3522,0.9927314,3
3523,0.9961887,4
3524,0.914667,3
3525,0.9901814,2
3526,0.60469174,2
3527,0.59352994,2
3528,0.9946559,3
3529,0.8288447,2
3530,0.99299634,3
3531,0.9639934,5
3532,0.9935584,1
3533,0.6166281,2
3534,0.8692091,2
3535,0.7067427,3
3536,0.90817404,4
3537,0.9958647,4
3538,0.894173,3
3539,0.9925373,2
3540,0.8168049,4
3541,0.9895565,2
3542,0.66370976,3
3543,0.99714273,5
3544,0.9068038,3
3545,0.8217034,2
3546,0.7689932,2
3547,0.99674195,5
3548,0.79324347,3
3549,0.8566537,3
3550,0.849863,3
3551,0.83629155,3
3552,0.61336964,1
3553,0.45845595,2
3554,0.8855189,3
3555,0.7596769,5
3556,0.5230294,4
3557,0.99376047,4
3558,0.99361956,2
3559,0.99340564,2
3560,0.58774745,4
3561,0.8569741,1
3562,0.988555,2
3563,0.5208504,4
3564,0.7791485,4
3565,0.8791392,3
3566,0.80585283,1
3567,0.9959547,4
3568,0.92146134,3
3569,0.88940805,6
3570,0.9949782,3
3571,0.9956405,3
3572,0.9955866,3
3573,0.42460945,2
3574,0.98377717,3
3575,0.98443955,3
3576,0.9909202,2
3577,0.7216034,1
3578,0.54176146,2
3579,0.8841791,4
3580,0.994543,1
3581,0.9718055,3
3582,0.6195313,3
3583,0.42168307,4
3584,0.5322566,2
3585,0.5753103,3
3586,0.5663885,4
3587,0.60462755,2
3588,0.6226506,3
3589,0.73208356,4
3590,0.69354975,3
3591,0.9439811,5
3592,0.6473657,3
3593,0.52303374,2
3594,0.6433529,4
3595,0.73193955,2
3596,0.55959034,3
3597,0.8288878,2
3598,0.4787012,2
3599,0.99634653,3
3600,0.9955293,4
3601,0.5462533,3
3602,0.9844699,4
3603,0.90234476,1
3604,0.9874307,4
3605,0.6147934,2
3606,0.6659557,2
3607,0.9923415,2
3608,0.7195876,2
3609,0.96525496,5
3610,0.9408941,4
3611,0.9948764,2
3612,0.92671514,3
3613,0.994125,3
3614,0.9947771,4
3615,0.9957669,3
3616,0.98975396,2
3617,0.8663041,4
3618,0.9151611,2
3619,0.992704,2
3620,0.99495226,2
3621,0.9971652,4
3622,0.9457229,4
3623,0.99638003,3
3624,0.62983567,4
3625,0.61832505,1
3626,0.99208605,2
3627,0.6089891,5
3628,0.8606232,3
3629,0.63875,4
3630,0.79318225,3
3631,0.92580545,1
3632,0.5143802,4
3633,0.7140621,2
3634,0.95881397,2
3635,0.37310144,2
3636,0.5239117,2
3637,0.6188215,4
3638,0.8799712,4
3639,0.70809823,2
3640,0.7517126,4
3641,0.84348345,3
3642,0.95155144,4
3643,0.9045395,2
3644,0.92366755,3
3645,0.9510093,2
3646,0.9582667,4
3647,0.988334,2
3648,0.9918336,3
3649,0.5797481,3
3650,0.96517694,5
3651,0.9133953,4
3652,0.611657,4
3653,0.9937641,3
3654,0.8703873,2
3655,0.9822606,2
3656,0.5601301,3
3657,0.73854357,3
3658,0.3573155,5
3659,0.8274226,3
3660,0.8763641,4
3661,0.68813646,3
3662,0.9931188,3
3663,0.9936925,3
3664,0.88972956,4
3665,0.99445885,2
3666,0.5605288,2
3667,0.6354486,4
3668,0.9336301,3
3669,0.99216425,3
3670,0.8415004,4
3671,0.84525317,2
3672,0.8733776,1
3673,0.9892692,2
3674,0.99517936,3
3675,0.8301972,4
3676,0.6041202,1
3677,0.57727945,2
3678,0.9964865,4
3679,0.8193948,2
3680,0.4635129,3
3681,0.5125379,2
3682,0.63854104,3
3683,0.6970528,2
3684,0.9453971,4
3685,0.71204764,4
3686,0.4998142,2
3687,0.9450635,3
3688,0.7851123,4
3689,0.9947021,3
3690,0.99593085,4
3691,0.930593,3
3692,0.991976,1
3693,0.99226546,2
3694,0.83821434,2
3695,0.9904619,2
3696,0.4267499,3
3697,0.9598362,4
3698,0.9954549,3
3699,0.9946643,2
3700,0.9463566,4
3701,0.98062295,4
3702,0.99034953,1
3703,0.996215,4
3704,0.9731393,4
3705,0.99071527,2
3706,0.9966749,4
3707,0.8483223,3
3708,0.9891656,1
3709,0.99466294,3
3710,0.7071342,3
3711,0.87950796,1
3712,0.9533141,3
3713,0.9481424,5
3714,0.99076045,1
3715,0.9934093,3
3716,0.95596313,2
3717,0.99186236,3
3718,0.9967459,4
3719,0.9916338,3
3720,0.79467356,1
3721,0.9895541,2
3722,0.9146839,4
3723,0.99760216,5
3724,0.92134494,2
3725,0.4196545,2
3726,0.9794847,5
3727,0.9536041,4
3728,0.993626,3
3729,0.73765117,2
3730,0.99553233,4
3731,0.9898816,5
3732,0.9066461,2
3733,0.76053447,3
3734,0.99354964,3
3735,0.5841715,1
3736,0.8201146,3
3737,0.987131,3
3738,0.5704028,3
3739,0.61138237,3
3740,0.9891545,4
3741,0.78969353,4
3742,0.8558654,4
3743,0.64888036,2
3744,0.5177472,3
3745,0.9948739,3
3746,0.9951425,3
3747,0.99251425,3
3748,0.90912086,2
3749,0.9849218,3
3750,0.6447186,4
3751,0.98156697,2
3752,0.9962429,4
3753,0.9941382,2
3754,0.9967053,4
3755,0.77152383,3
3756,0.8371956,3
3757,0.99600554,4
3758,0.88522804,3
3759,0.3976297,3
3760,0.9950278,3
3761,0.96414083,4
3762,0.9957432,4
3763,0.8249524,4
3764,0.990254,4
3765,0.40294647,3
3766,0.9957393,3
3767,0.76409566,3
3768,0.7521766,4
3769,0.93243486,4
3770,0.9381128,4
3771,0.99669707,4
3772,0.5188239,4
3773,0.9781552,4
3774,0.99306715,1
3775,0.995617,3
3776,0.90902174,3
3777,0.992188,2
3778,0.99489313,3
3779,0.7762262,4
3780,0.9525428,3
3781,0.994255,3
3782,0.9295512,2
3783,0.79977304,2
3784,0.94311416,3
3785,0.85624665,3
3786,0.9938222,3
3787,0.9952336,3
3788,0.53848827,4
3789,0.8040042,2
3790,0.71887875,3
3791,0.9934469,3
3792,0.9527978,3
3793,0.9931075,2
3794,0.99130785,5
3795,0.99142075,2
3796,0.78641236,3
3797,0.99506205,3
3798,0.82296056,3
3799,0.99783486,4
3800,0.8745804,2
3801,0.68565595,3
3802,0.5958891,4
3803,0.97292644,3
3804,0.99712986,5
3805,0.99196714,2
3806,0.99436516,3
3807,0.9940897,1
3808,0.9414017,2
3809,0.9967441,4
3810,0.99546623,3
3811,0.94791424,3
3812,0.99575824,3
3813,0.89857036,4
3814,0.989674,2
3815,0.99747485,4
3816,0.99344826,3
3817,0.55301565,3
3818,0.9942693,4
3819,0.9921174,2
3820,0.99381757,3
3821,0.9921164,2
3822,0.52863836,2
3823,0.5798706,1
3824,0.8497567,4
3825,0.99130917,2
3826,0.99133676,2
3827,0.7448977,3
3828,0.94902086,3
3829,0.6591506,3
3830,0.9932244,3
3831,0.9712228,5
3832,0.92363423,2
3833,0.9954551,4
3834,0.45245987,4
3835,0.7903134,4
3836,0.9800532,3
3837,0.99356335,3
3838,0.99550873,4
3839,0.54110247,1
3840,0.6059817,4
3841,0.9953953,1
3842,0.5600084,4
3843,0.9941502,2
3844,0.8576589,2
3845,0.99566364,2
3846,0.99664366,4
3847,0.9941302,3
3848,0.7596235,3
3849,0.9825937,4
3850,0.99245197,2
3851,0.9951149,4
3852,0.9933364,2
3853,0.99699897,3
3854,0.9939507,3
3855,0.8683552,3
3856,0.7756149,3
3857,0.9939993,2
3858,0.7854577,5
3859,0.9977483,6
3860,0.9897374,2
3861,0.9088515,3
3862,0.51880294,2
3863,0.97918403,4
3864,0.6331055,2
3865,0.99195,3
3866,0.6278434,3
3867,0.9948242,1
3868,0.74920595,2
3869,0.9895769,2
3870,0.93578684,2
3871,0.91293633,4
3872,0.9512254,3
3873,0.9555153,2
3874,0.59704447,3
3875,0.95600665,1
3876,0.99509037,3
3877,0.9896038,2
3878,0.6260827,2
3879,0.99521536,4
3880,0.9928506,2
3881,0.83410615,4
3882,0.71402806,2
3883,0.99235,2
3884,0.9936089,2
3885,0.8323805,1
3886,0.9955711,3
3887,0.81875384,3
3888,0.7387233,3
3889,0.6332231,3
3890,0.59045166,2
3891,0.97413975,2
3892,0.86005485,3
3893,0.9923367,3
3894,0.9948325,1
3895,0.76485085,4
3896,0.7811677,3
3897,0.573242,3
3898,0.9947783,3
3899,0.993497,3
3900,0.77111584,3
3901,0.588382,2
3902,0.61433643,4
3903,0.99627995,4
3904,0.9964777,4
3905,0.99249727,3
3906,0.99369526,2
3907,0.5911616,3
3908,0.5450615,2
3909,0.9091461,3
3910,0.98345625,1
3911,0.99527055,4
3912,0.8421118,2
3913,0.83238494,3
3914,0.9928311,3
3915,0.9921396,2
3916,0.6391364,3
3917,0.99651366,4
3918,0.9869132,1
3919,0.836149,3
3920,0.99427545,3
3921,0.9937118,3
3922,0.9362516,3
3923,0.64087063,4
3924,0.6086484,3
3925,0.54144603,4
3926,0.44266853,2
3927,0.5931682,4
3928,0.97197324,2
3929,0.88291234,4
3930,0.9386569,2
3931,0.99226815,3
3932,0.96195227,2
3933,0.6229413,3
3934,0.64639056,3
3935,0.52279514,4
3936,0.68406683,4
3937,0.7569047,6
3938,0.5936586,3
3939,0.9829982,4
3940,0.85446525,3
3941,0.9695118,3
3942,0.976193,2
3943,0.9964899,4
3944,0.70623493,3
3945,0.99644,4
3946,0.9532755,4
3947,0.8071884,5
3948,0.9919098,2
3949,0.9926887,2
3950,0.5823551,2
3951,0.9615038,2
3952,0.99357706,2
3953,0.9929826,2
3954,0.9363235,3
3955,0.6992719,2
3956,0.9590822,3
3957,0.99375945,3
3958,0.99643385,4
3959,0.99042606,2
3960,0.99386513,2
3961,0.88560426,2
3962,0.72119814,2
3963,0.994366,2
3964,0.9900855,2
3965,0.9964176,4
3966,0.9958134,2
3967,0.61314845,3
3968,0.9285397,2
3969,0.9883855,2
3970,0.9933536,2
3971,0.91302484,3
3972,0.99130785,3
3973,0.7176975,5
3974,0.6893766,3
3975,0.6335229,2
3976,0.7711538,2
3977,0.9975235,4
3978,0.9416184,3
3979,0.8656832,2
3980,0.58340883,3
3981,0.99636763,5
3982,0.9253311,3
3983,0.9917483,2
3984,0.99701834,3
3985,0.9968758,4
3986,0.3742317,3
3987,0.8063678,2
3988,0.8833968,4
3989,0.9834669,4
3990,0.9359753,3
3991,0.6331584,3
3992,0.5684321,3
3993,0.4456794,3
3994,0.7480139,4
3995,0.98871565,1
3996,0.9560393,1
3997,0.28854486,3
3998,0.5499793,2
3999,0.9053928,2
4000,0.95219195,2
4001,0.81081486,3
4002,0.5880915,2
4003,0.6264366,2
4004,0.99497473,4
4005,0.9898854,1
4006,0.9850143,3
4007,0.9978069,6
4008,0.9956079,4
4009,0.6156261,2
4010,0.40821657,4
4011,0.9711072,3
4012,0.9960933,3
4013,0.9946277,2
4014,0.8912281,2
4015,0.9915636,2
4016,0.7708622,3
4017,0.8779816,5
4018,0.97020704,4
4019,0.4337231,3
4020,0.61946356,3
4021,0.8382187,3
4022,0.8791111,1
4023,0.83276093,2
4024,0.8186054,6
4025,0.9968146,3
4026,0.99299824,3
4027,0.9781085,4
4028,0.7538564,4
4029,0.98138106,1
4030,0.99162966,2
4031,0.99488044,3
4032,0.86484313,3
4033,0.9816386,3
4034,0.97413915,3
4035,0.90665984,3
4036,0.9915947,3
4037,0.63940746,2
4038,0.72850955,3
4039,0.9901632,2
4040,0.8842829,2
4041,0.92157805,2
4042,0.9948708,1
4043,0.9923368,3
4044,0.80451375,1
4045,0.70431006,4
4046,0.99445117,3
4047,0.682863,3
4048,0.5891838,5
4049,0.85177654,1
4050,0.51789784,1
4051,0.83626395,2
4052,0.99619037,2
4053,0.9963367,4
4054,0.8569854,4
4055,0.65506655,2
4056,0.9562461,2
4057,0.99127936,1
4058,0.5653453,2
4059,0.5656241,3
4060,0.9119686,3
4061,0.995236,3
4062,0.71656734,4
4063,0.6683758,2
4064,0.7738327,3
4065,0.99650216,3
4066,0.99625814,4
4067,0.80638,3
4068,0.9949023,3
4069,0.9921322,2
4070,0.9858809,1
4071,0.9975012,3
4072,0.95073444,3
4073,0.8891068,3
4074,0.9917132,2
4075,0.6791121,2
4076,0.9900982,2
4077,0.6330372,3
4078,0.9932962,2
4079,0.86960256,4
4080,0.9966315,4
4081,0.8628386,4
4082,0.96893436,4
4083,0.9288492,3
4084,0.8217579,2
4085,0.59425074,3
4086,0.6598823,4
4087,0.91258055,4
4088,0.6782406,3
4089,0.9939564,2
4090,0.9598733,1
4091,0.9906765,2
4092,0.9931267,3
4093,0.9929227,2
4094,0.9938783,4
4095,0.5843691,3
4096,0.99668276,4
4097,0.9843254,2
4098,0.9796191,2
4099,0.99275804,2
4100,0.99727684,4
4101,0.6680263,3
4102,0.81863356,3
4103,0.9176397,3
4104,0.9766373,2
4105,0.9947093,4
4106,0.8356714,3
4107,0.7040446,3
4108,0.5602069,3
4109,0.55895334,3
4110,0.64800304,3
4111,0.8908059,4
4112,0.99494565,3
4113,0.5799831,2
4114,0.9917231,2
4115,0.91911393,5
4116,0.99193007,1
4117,0.4231446,3
4118,0.9954435,3
4119,0.8649214,3
4120,0.6925232,4
4121,0.9673382,1
4122,0.94106984,2
4123,0.9925301,2
4124,0.91540074,3
4125,0.6450799,4
4126,0.99197584,2
4127,0.74681276,4
4128,0.67472804,3
4129,0.9972662,6
4130,0.9393832,4
4131,0.92041093,4
4132,0.65615696,4
4133,0.9931889,2
4134,0.7326051,5
4135,0.9921335,2
4136,0.98025125,2
4137,0.68147475,2
4138,0.64537376,3
4139,0.93629026,3
4140,0.98615545,2
4141,0.88511705,1
4142,0.35088897,3
4143,0.99597156,4
4144,0.99128115,2
4145,0.86910534,3
4146,0.90466076,4
4147,0.9435574,2
4148,0.9962298,3
4149,0.9941,2
4150,0.9971811,5
4151,0.8708847,4
4152,0.5952767,4
4153,0.9921568,3
4154,0.99547017,2
4155,0.9907608,2
4156,0.669764,2
4157,0.9890261,1
4158,0.8595521,3
4159,0.77728176,2
4160,0.9899283,2
4161,0.93174946,3
4162,0.99128723,5
4163,0.9939154,3
4164,0.9562359,3
4165,0.8181552,6
4166,0.927097,4
4167,0.5651155,3
4168,0.5321938,3
4169,0.5762087,3
4170,0.7834933,3
4171,0.9944246,2
4172,0.9953699,3
4173,0.65567327,3
4174,0.5188314,3
4175,0.9362124,3
4176,0.9948291,3
4177,0.6865,2
4178,0.8607585,5
4179,0.99274933,1
4180,0.99183923,2
4181,0.8617264,3
4182,0.99353385,2
4183,0.6921218,2
4184,0.9463402,4
4185,0.8405725,4
4186,0.5400122,1
4187,0.77319044,2
4188,0.82800066,3
4189,0.9971948,4
4190,0.9838644,3
4191,0.57617897,4
4192,0.87559927,3
4193,0.84504366,3
4194,0.9491565,5
4195,0.9939428,3
4196,0.36366826,3
4197,0.9937962,4
4198,0.99081063,1
4199,0.9832109,3
4200,0.994026,3
4201,0.8273176,2
4202,0.99132174,2
4203,0.71683383,2
4204,0.9702127,2
4205,0.99169815,2
4206,0.74147683,3
4207,0.9913724,1
4208,0.61140585,3
4209,0.75189877,3
4210,0.99482477,1
4211,0.99492306,3
4212,0.98936045,2
4213,0.8142442,2
4214,0.6187315,2
4215,0.7795482,2
4216,0.9892529,2
4217,0.9175469,2
4218,0.9775506,3
4219,0.6533143,2
4220,0.99500847,3
4221,0.5793878,5
4222,0.9929306,2
4223,0.86200875,3
4224,0.7590536,3
4225,0.9643582,4
4226,0.6334345,3
4227,0.841627,4
4228,0.9926643,3
4229,0.6570395,2
4230,0.6280951,3
4231,0.7577385,2
4232,0.5032838,4
4233,0.7018139,2
4234,0.9952231,3
4235,0.9943614,2
4236,0.9963452,4
4237,0.37045133,3
4238,0.6097478,3
4239,0.5708655,3
4240,0.76046485,3
4241,0.9897107,2
4242,0.9325958,4
4243,0.94514376,3
4244,0.949325,5
4245,0.99430317,2
4246,0.8532968,2
4247,0.98703253,2
4248,0.93643504,3
4249,0.9510556,2
4250,0.7460483,4
4251,0.7776005,3
4252,0.6638969,4
4253,0.8952237,4
4254,0.9215463,3
4255,0.66616744,4
4256,0.8843163,2
4257,0.8622303,2
4258,0.99604154,4
4259,0.55197954,5
4260,0.6077965,4
4261,0.77641743,3
4262,0.9751597,3
4263,0.54451734,3
4264,0.71103776,3
4265,0.59126425,3
4266,0.9314929,2
4267,0.9958726,4
4268,0.61695325,4
4269,0.9883314,3
4270,0.7110345,3
4271,0.59933084,3
4272,0.9796681,5
4273,0.9962681,4
4274,0.99548703,4
4275,0.9903299,2
4276,0.9634293,2
4277,0.9909179,2
4278,0.6715332,2
4279,0.6937336,1
4280,0.86733013,3
4281,0.9478423,5
4282,0.94989234,4
4283,0.7585849,4
4284,0.9912066,3
4285,0.7025505,2
4286,0.74367285,2
4287,0.9969107,3
4288,0.9496625,1
4289,0.9897169,2
4290,0.99329364,2
4291,0.59483445,3
4292,0.5967242,2
4293,0.9963447,4
4294,0.83503526,3
4295,0.9954739,3
4296,0.9922418,2
4297,0.866002,2
4298,0.98976976,2
4299,0.8907036,3
4300,0.996753,5
4301,0.81866205,3
4302,0.5896307,2
4303,0.7204704,3
4304,0.9582402,3
4305,0.60059756,4
4306,0.957675,2
4307,0.5772346,3
4308,0.6734702,3
4309,0.89163154,4
4310,0.72687817,3
4311,0.5197044,2
4312,0.9301709,2
4313,0.7482459,2
4314,0.99466246,3
4315,0.96552765,4
4316,0.9753229,2
4317,0.84458566,2
4318,0.99574834,4
4319,0.6268248,3
4320,0.7339273,2
4321,0.8971175,4
4322,0.84768504,5
4323,0.93702585,3
4324,0.65092087,3
4325,0.99739647,2
4326,0.99257964,1
4327,0.9892876,2
4328,0.7072635,3
4329,0.842635,3
4330,0.72497916,3
4331,0.8583278,4
4332,0.9961783,2
4333,0.6848814,4
4334,0.5618315,1
4335,0.6177191,4
4336,0.7214883,5
4337,0.7218712,4
4338,0.99571455,4
4339,0.5037159,4
4340,0.82808954,3
4341,0.9960416,4
4342,0.76543516,6
4343,0.7085554,3
4344,0.38615993,2
4345,0.99484855,3
4346,0.99725294,4
4347,0.90134156,4
4348,0.74234086,3
4349,0.9945499,4
4350,0.5761534,4
4351,0.9787096,3
4352,0.9959391,4
4353,0.92069954,4
4354,0.77457225,4
4355,0.71279263,4
4356,0.9938359,3
4357,0.9929658,2
4358,0.99101794,2
4359,0.52096236,4
4360,0.532786,2
4361,0.9969426,1
4362,0.9918934,2
4363,0.7045266,4
4364,0.92409605,4
4365,0.96926033,3
4366,0.5582683,4
4367,0.6979851,4
4368,0.9915024,2
4369,0.9914727,3
4370,0.9970423,4
4371,0.789269,1
4372,0.99451387,3
4373,0.9843432,4
4374,0.76918435,1
4375,0.94355464,1
4376,0.99501145,3
4377,0.99505514,4
4378,0.45019084,4
4379,0.93516797,3
4380,0.7631296,3
4381,0.99274105,2
4382,0.8421659,3
4383,0.9937971,3
4384,0.9966833,5
4385,0.88438046,2
4386,0.9739909,4
4387,0.9211622,4
4388,0.99297285,2
4389,0.80588704,2
4390,0.7495946,4
4391,0.99643016,4
4392,0.9961407,4
4393,0.9753426,3
4394,0.7967175,1
4395,0.6820474,3
4396,0.9970054,5
4397,0.99656224,4
4398,0.82378083,4
4399,0.785382,4
4400,0.8505425,4
4401,0.9960585,4
4402,0.7722101,3
4403,0.9942793,1
4404,0.995118,4
4405,0.7865833,2
4406,0.9073276,3
4407,0.84425056,4
4408,0.966929,3
4409,0.8900003,3
4410,0.99086034,2
4411,0.964736,3
4412,0.90451485,2
4413,0.9959566,4
4414,0.5654573,3
4415,0.99236614,3
4416,0.9244766,2
4417,0.91755176,6
4418,0.7967411,2
4419,0.537935,2
4420,0.9848452,4
4421,0.9898071,2
4422,0.45135075,5
4423,0.99677044,4
4424,0.5583535,2
4425,0.6145677,1
4426,0.55260843,3
4427,0.9937457,3
4428,0.99277836,4
4429,0.99590385,4
4430,0.981153,4
4431,0.98963076,4
4432,0.7154517,3
4433,0.8117775,5
4434,0.6609346,4
4435,0.9858124,3
4436,0.9638761,3
4437,0.8774295,2
4438,0.66302013,2
4439,0.99333227,2
4440,0.9967264,4
4441,0.49875316,2
4442,0.996466,4
4443,0.9581257,1
4444,0.99307036,2
4445,0.90436953,3
4446,0.521842,1
4447,0.87908024,4
4448,0.75112575,2
4449,0.9193292,4
4450,0.97136927,3
4451,0.7410202,2
4452,0.81289065,3
4453,0.8383805,1
4454,0.9948715,3
4455,0.9951032,2
4456,0.47355497,5
4457,0.99709374,4
4458,0.99675876,5
4459,0.52648234,4
4460,0.57322735,3
4461,0.72411186,4
4462,0.97218424,3
4463,0.8945092,2
4464,0.99022734,2
4465,0.9958453,4
4466,0.7393555,5
4467,0.75151026,5
4468,0.9615419,3
4469,0.8299143,4
4470,0.9840213,2
4471,0.37603098,2
4472,0.7740458,2
4473,0.5985582,3
4474,0.8335089,4
4475,0.9928993,3
4476,0.9928677,2
4477,0.9901047,2
4478,0.9946286,3
4479,0.9695778,2
4480,0.82196385,1
4481,0.9393727,2
4482,0.85909057,3
4483,0.85728884,4
4484,0.9907351,2
4485,0.99457943,3
4486,0.9952704,3
4487,0.64296234,2
4488,0.99655724,4
4489,0.658256,4
4490,0.9962557,3
4491,0.99269134,1
4492,0.9646009,4
4493,0.99119186,2
4494,0.98053735,2
4495,0.6073422,5
4496,0.9762589,2
4497,0.9249114,2
4498,0.9978909,5
4499,0.678485,4
4500,0.34444588,2
4501,0.5886304,3
4502,0.9937605,4
4503,0.9966905,5
4504,0.99050474,3
4505,0.9438598,4
4506,0.9796067,3
4507,0.9958061,4
4508,0.99513,4
4509,0.8301463,3
4510,0.9914573,3
4511,0.99606705,4
4512,0.9928136,3
4513,0.87336814,1
4514,0.92311686,3
4515,0.53827363,5
4516,0.97940063,1
4517,0.66266805,4
4518,0.7564278,5
4519,0.82534975,2
4520,0.94681126,4
4521,0.7861306,2
4522,0.9943778,3
4523,0.99675244,4
4524,0.62747675,3
4525,0.9915647,1
4526,0.56216896,2
4527,0.6758955,4
4528,0.958345,3
4529,0.99151963,1
4530,0.9959427,3
4531,0.55280405,4
4532,0.7281329,4
4533,0.9838724,2
4534,0.6931764,1
4535,0.921966,2
4536,0.9974004,5
4537,0.99549645,3
4538,0.99623823,4
4539,0.677602,2
4540,0.9963806,3
4541,0.83532614,3
4542,0.55946547,3
4543,0.9968076,5
4544,0.9263023,5
4545,0.99714863,4
4546,0.9962092,3
4547,0.9915031,2
4548,0.86124647,3
4549,0.54485345,2
4550,0.5555382,2
4551,0.86521745,2
4552,0.9941279,4
4553,0.52267975,6
4554,0.7355596,1
4555,0.9932906,3
4556,0.99483097,3
4557,0.866412,2
4558,0.916714,2
4559,0.9887358,3
4560,0.9540143,5
4561,0.9805898,4
4562,0.5348508,2
4563,0.9953591,3
4564,0.55072993,4
4565,0.9954161,4
4566,0.9958875,3
4567,0.90961593,2
4568,0.71610034,4
4569,0.6929491,4
4570,0.99079436,1
4571,0.99740577,4
4572,0.9160416,3
4573,0.99623686,4
4574,0.9774946,3
4575,0.9953875,2
4576,0.46093225,2
4577,0.9926873,1
4578,0.9905678,2
4579,0.72099984,3
4580,0.9046404,3
4581,0.71511555,2
4582,0.96789545,3
4583,0.52889764,2
4584,0.52273697,3
4585,0.991983,2
4586,0.9900328,3
4587,0.4991393,4
4588,0.50007653,2
4589,0.9200712,4
4590,0.83323777,1
4591,0.9919403,2
4592,0.764892,3
4593,0.98969877,2
4594,0.9938945,1
4595,0.99116117,2
4596,0.9941814,3
4597,0.6978409,3
4598,0.99412584,3
4599,0.9898711,1
4600,0.9961552,4
4601,0.7648088,3
4602,0.99443257,3
4603,0.833568,4
4604,0.6127759,2
4605,0.47222114,2
4606,0.8224901,4
4607,0.99567133,4
4608,0.9548489,4
4609,0.9976123,6
4610,0.6662456,1
4611,0.5762609,3
4612,0.99255484,3
4613,0.51319677,4
4614,0.93090254,2
4615,0.9961789,3
4616,0.82338595,3
4617,0.90863603,5
4618,0.98632836,5
4619,0.99051106,2
4620,0.9969058,4
4621,0.99057126,2
4622,0.9948235,3
4623,0.8390288,5
4624,0.7337032,3
4625,0.9956973,3
4626,0.99505097,3
4627,0.76078796,3
4628,0.70452815,4
4629,0.91881996,2
4630,0.9839162,2
4631,0.66670406,4
4632,0.99656767,3
4633,0.81446254,2
4634,0.56522393,3
4635,0.9975601,5
4636,0.9446514,3
4637,0.994745,3
4638,0.4354994,5
4639,0.72248036,2
4640,0.50693744,2
4641,0.46374613,5
4642,0.67744476,3
4643,0.7552897,5
4644,0.96571934,3
4645,0.9801209,3
4646,0.994672,3
4647,0.9899967,2
4648,0.42820132,2
4649,0.9378581,2
4650,0.92860186,5
4651,0.6605127,1
4652,0.99529225,3
4653,0.50910455,3
4654,0.8256959,4
4655,0.9932896,3
4656,0.5571559,4
4657,0.7223494,2
4658,0.9834907,3
4659,0.68120885,2
4660,0.71358085,5
